board_certs,doctor,doctor_type,education,gender,individual_rating,languages,npi,overall_patient_ratings,overall_rating,practice,street_address,city_state,zoc_awards
Gastroenterology (Internal Medicine),"Dr. Caterina Oneto, MD",Gastroenterologist,"Albert Einstein College of Medicine of Yeshiva University, Montefiore Medical Center, Fellowship in Gastroenterology,Cabrini Medical Center, Residency in Internal Medicine,Medical School - Universidad de Valparaiso Facultad de Medicina",Female,,"English,Spanish",1245559764,"5,4.5,5",5,Concorde Medical Group PLLC,"100 Crosby Street,, ,Suite 406,232 East 30th St,233 Broadway,, ,840","New York,NY,10012,New York,NY,10016,New York,NY,10279",icon-see-you-again
,Dr. Michael Eng,,,,,,,,,,,,
"Beth Israel Medical Center - Petrie Division,New York University Elaine A. and Kenneth G. Langone Medical Center","Dr. Rene Eng, MD",Gastroenterologist,"Medical School - Icahn School of Medicine at Mount Sinai, Doctor of Medicine,NewYork-Presbyterian Hospital / Weill Cornell Medical Center, Residency in Internal Medicine,Thomas Jefferson University Hospital, Fellowship in Gastroenterology",Male,,"Chinese (Cantonese),Chinese (Mandarin),English",1629020151,"5,4,5",5,"Rene S. Eng, MD","217 Grand Street,, ,7th Floor","New York,NY,10013",
,"Dr. Timothy Wong, MD",Gastroenterologist,"Beth Israel Medical Center (Internship),Beth Israel Medical Center, Residency in Internal Medicine,Medical School - State University of New York, Downstate Medical Center, Doctor of Medicine,Yale University, Bridgeport Hospital, Fellowship in Gastroenterology",Male,,"Chinese (Cantonese),Chinese (Mandarin),English",1275731739,"5,3.5,5",5,"Timothy Wong, MD","77 Bowery,, ,7th Floor","New York,NY,10002","icon-see-you-again,icon-scheduling-hero"
,Dr. Timothy Johnson,,,,,,,,,,,,
New York University Elaine A. and Kenneth G. Langone Medical Center,"Dr. Michael Glick, MD",Gastroenterologist,"Columbia University Medical Center, Residency in Internal Medicine,Medical School - New York University,Memorial Sloan-Kettering Cancer Center, Fellowship in Gastroenterology",Male,,"English,Spanish",1659532802,"5,5,5",5,Gotham Medical Associates,"535 5th Ave,, ,611,123 William Street,, ,15th Floor","New York,NY,10017,New York,NY,10038","icon-see-you-again,icon-rapid-registration,icon-speedy-response"
"American Board of Internal Medicine,Gastroenterology (Internal Medicine)","Dr. Valerie Antoine-Gustave, MD, MPH",Gastroenterologist,"Columbia University, Master’s in Public Health,Harvard University, Brigham and Women's Hospital, Fellowship in Gastroenterology,Medical School - Johns Hopkins University, Doctor of Medicine,NewYork-Presbyterian Hospital / Weill Cornell Medical Center, Residency in Internal Medicine",Female,,"Creole (Haitian),English,French",1750548269,"5,4.5,5",5,Gotham Medical Associates,"535 5th Ave,, ,611,123 William Street,, ,15th Floor","New York,NY,10017,New York,NY,10038","icon-see-you-again,icon-rapid-registration,icon-speedy-response"
,Dr. Deborah Yvette L. Chua,,,,,,,,,,,,
The Mount Sinai Hospital,"Dr. Neville Bamji, MD",Gastroenterologist,"Medical School - Cornell University, Doctor of Medicine,NewYork-Presbyterian Hospital / Weill Cornell Medical Center, Fellowship in Gastroenterology,NewYork-Presbyterian Hospital / Weill Cornell Medical Center, Residency in Internal Medicine",Male,,"English,Spanish",1952588246,"5,4.5,5",5,New York Gastroenterology Associates,"311 East 79th Street,, ,Suite 2A","New York,NY,10075","icon-see-you-again,icon-rapid-registration,icon-speedy-response"
Beth Israel Medical Center - Petrie Division,"Dr. Mark Chu, DO",Gastroenterologist,"Beth Israel Medical Center (Residency),Medical School - New York Institute of Technology, New York College of Osteopathic Medicine, Doctor of Osteopathic Medicine,New York Hospital Queens, Fellowship in Gastroenterology",Male,,"Chinese (Cantonese),English,Spanish",1588755565,"5,4.5,5",5,Downtown G.I.,"5610 7th Avenue,17 Elizabeth Street,, ,Suite 608,20 East 46th Street,, ,Suite 202,39-16 Prince Street,, ,Suite 354","Brooklyn,NY,11220,New York,NY,10013,New York,NY,10017,Flushing,NY,11354","icon-see-you-again,icon-speedy-response,icon-scheduling-hero"
,Dr. Robert Weiss,,,,,,,,,,,,
"Beth Israel Medical Center - Kings Highway Division,New York Community Hospital","Dr. Alexander Shapsis, MD",Gastroenterologist,"Medical School - State University of New York, Downstate Medical Center, Doctor of Medicine,New York University (Bachelor's),Saint Vincent Catholic Medical Center, Fellowship in Gastroenterology,Saint Vincent Catholic Medical Center, Residency in Internal Medicine",Male,,"English,Russian,Spanish,Yiddish",1952325599,"5,4,5",5,Atlantic Gastroenterology,"239 Court St,2797 Ocean Parkway,, ,1st Floor,6301 Mill Lane","Brooklyn,NY,11201,Brooklyn,NY,11235,Brooklyn,NY,11234","icon-see-you-again,icon-rapid-registration,icon-speedy-response"
,Dr. Elie Abadie,,,,,,,,,,,,
"Mount Sinai Beth Israel - Petrie Division,NYU Hospital for Joint Diseases Orthopaedic Institute,Tisch Hospital","Dr. Todd Linden, MD",Gastroenterologist,"Icahn School of Medicine at Mount Sinai, Fellowship in Gastroenterology,Medical School - Columbia University, Doctor of Medicine,NewYork-Presbyterian Hospital, Residency in Internal Medicine",Male,,English,1467488460,"5,4.5,5",5,"Todd Linden, M.D.","594 Broadway,, ,Suite 310","New York,NY,10012","icon-see-you-again,icon-rapid-registration,icon-speedy-response"
"American Board of Internal Medicine,Gastroenterology (Internal Medicine)","Dr. Susana Gonzalez, MD",Gastroenterologist,"Columbia University Medical Center, Fellowship in Gastroenterology,Columbia University Medical Center, Fellowship in Interventional Gastroenterology,Columbia University Medical Center, Residency in Internal Medicine,Medical School - University of Michigan",Female,,"English,Spanish",1568612703,"5,4.5,5",5,Gotham Medical Associates,"535 5th Ave,, ,611,123 William Street,, ,15th Floor","New York,NY,10017,New York,NY,10038","icon-see-you-again,icon-rapid-registration,icon-speedy-response"
,Dr. Martin Wolff,,,,,,,,,,,,
,Dr. Bharat Sanghavi,,,,,,,,,,,,
,Dr. Alexander Brun,,,,,,,,,,,,
The Mount Sinai Hospital,"Dr. Neville Bamji, MD",Gastroenterologist,"Medical School - Cornell University, Doctor of Medicine,NewYork-Presbyterian Hospital / Weill Cornell Medical Center, Fellowship in Gastroenterology,NewYork-Presbyterian Hospital / Weill Cornell Medical Center, Residency in Internal Medicine",Male,,"English,Spanish",1952588246,"5,4.5,5",5,New York Gastroenterology Associates,"311 East 79th Street,, ,Suite 2A","New York,NY,10075","icon-see-you-again,icon-rapid-registration,icon-speedy-response"
"American Board of Internal Medicine,Gastroenterology (Internal Medicine)","Dr. Moushumi Sanghavi, MD",Gastroenterologist,"Albert Einstein College of Medicine of Yeshiva University, Fellowship in Gastroenterology,Icahn School of Medicine at Mount Sinai, Residency in Internal Medicine,Medical School - New York University, Doctor of Medicine",Female,,English,1972765022,"5,4,5",5,Moushumi Sanghavi,"44 Gramercy Park N,, ,#1-A","New York,NY,10010","icon-see-you-again,icon-rapid-registration,icon-speedy-response,icon-scheduling-hero"
,Dr. Mihaela Galica Vladutiu,,,,,,,,,,,,
New York-Presbyterian Hospital / Weill Cornell Medical Center,"Dr. Charles Oliner, MD",Gastroenterologist,"Medical School - State University of New York, Downstate Medical Center, Doctor of Medicine,State University of New York, Downstate Medical Center (Residency),State University of New York, Downstate Medical Center, Fellowship in Gastroenterology",Male,,"English,Hebrew,Spanish",1740449313,"5,4.5,5",5,Dr. Oliner,"60 Gramercy Park North,, ,Suite 1B","New York,NY,10010","icon-see-you-again,icon-rapid-registration,icon-scheduling-hero"
,Dr. Hon-Ming Eng,,,,,,,,,,,,
"Beth Israel Medical Center - Petrie Division,New York University Elaine A. and Kenneth G. Langone Medical Center","Dr. Babak Mohajer, MD",Gastroenterologist,"Beth Israel Medical Center, Residency in Internal Medicine,Medical School - Medical College of Wisconsin, Doctor of Medicine,University of California, Irvine, Fellowship in Gastroenterology",Male,,"English,Spanish",1003839374,"5,5,5",5,"Babak Mohajer, MD","20 West 20th Street,, ,Suite 703","New York,NY,10011","icon-see-you-again,icon-rapid-registration,icon-speedy-response"
"Kings County Hospital Center,Kingsbrook Jewish Medical Center,Woodhull Medical and Mental Health Center","Dr. Abraham Demoz, MD",Primary Care Doctor,"Medical School - Addis Ababa University, College of Health Sciences, School of Medicine, Doctor of Medicine,State University of New York, Downstate Medical Center, Residency in Internal Medicine",Male,,"English,Arabic,Amharic,French,Tigrinya",1326110016,"5,4.5,5",5,Intermed Care,"375 Jay Street,, ,2nd Floor,22 West 48th Street,, ,Suite #300","Brooklyn,NY,11201,New York,NY,10036","icon-see-you-again,icon-rapid-registration,icon-speedy-response"
"American Board of Internal Medicine,Gastroenterology (Internal Medicine)","Dr. David Feldman, MD",Gastroenterologist,"Medical School - St. George's University School of Medicine, Doctor of Medicine,St. Vincent Hospital and Medical Center, Fellowship in Gastroenterology,St. Vincent Hospital and Medical Center, Residency in Internal Medicine",Male,,English,1770634941,"4.5,4.5,4.5",4.5,David Feldman MD,"2 5th Avenue,, ,Suite 7","New York,NY,10011","icon-see-you-again,icon-rapid-registration"
,Dr. Arlene Garcia,,,,,,,,,,,,
,Dr. Jay Desai,,,,,,,,,,,,
Gastroenterology (Internal Medicine),"Dr. Caterina Oneto, MD",Gastroenterologist,"Albert Einstein College of Medicine of Yeshiva University, Montefiore Medical Center, Fellowship in Gastroenterology,Cabrini Medical Center, Residency in Internal Medicine,Medical School - Universidad de Valparaiso Facultad de Medicina",Female,,"English,Spanish",1245559764,"5,4.5,5",5,Concorde Medical Group PLLC,"100 Crosby Street,, ,Suite 406,232 East 30th St,233 Broadway,, ,840","New York,NY,10012,New York,NY,10016,New York,NY,10279",icon-see-you-again
,Dr. John Ackert,,,,,,,,,,,,
,Dr. Kiran Bhat,,,,,,,,,,,,
"American Board of Internal Medicine,Gastroenterology (Internal Medicine)","Dr. Laura Frado, MD",Gastroenterologist,"Columbia University, NewYork-Presbyterian Hospital, Residency in Internal Medicine,Medical School - State University of New York, Downstate Medical Center, Doctor of Medicine,University of Rochester, Fellowship in Gastroenterology",Female,,English,1487946166,"5,4.5,5",5,New York Gastroenterology Associates,"311 East 79th Street,, ,Suite 2A","New York,NY,10075","icon-see-you-again,icon-rapid-registration,icon-speedy-response"
"American Board of Internal Medicine,Gastroenterology (Internal Medicine)","Dr. Scott Weber, MD",Gastroenterologist,"Medical School - New York University, Doctor of Medicine,New York University, Bellevue Hospital Center, Fellowship in Gastroenterology and Liver Diseases,NewYork-Presbyterian Hospital / Columbia University Medical Center, Internship in Internal Medicine,NewYork-Presbyterian Hospital / Columbia University Medical Center, Residency in Internal Medicine",Male,,English,1871517144,"5,4.5,5",5,Concorde Medical Group PLLC,232 East 30th St,"New York,NY,10016",icon-see-you-again
,Dr. Daniel Alpert,,,,,,,,,,,,
,Dr. Mengkao Tseng,,,,,,,,,,,,
,Dr. Michael Glick,,,,,,,,,,,,
,Dr. Alex Sherman,,,,,,,,,,,,
Maimonides Medical Center,"Dr. Rabin Rahmani, MD",Gastroenterologist,"Albert Einstein College of Medicine of Yeshiva University, Residency in Internal Medicine,Maimonides Medical Center, Fellowship in Gastroenterology,Albert Einstein College of Medicine of Yeshiva University, Internship in Internal Medicine,The Mount Sinai Hospital, Fellowship in Transplant Hepatology,Medical School - Albert Einstein College of Medicine of Yeshiva University, Doctor of Medicine",Male,,English,1457514044,"5,4,4.5",5,Gastroenterology Associates of Brooklyn,"902 Quentin Rd.,432 Bedford Ave,9823 4th Ave","Brooklyn,NY,11223,Brooklyn,NY,11249,Brooklyn,NY,11209","icon-see-you-again,icon-speedy-response,icon-scheduling-hero"
,Dr. Domenica Barritta,,,,,,,,,,,,
"Beth Israel Medical Center - Kings Highway Division,Beth Israel Medical Center - Petrie Division","Dr. Charles Silvera, MD","Gastroenterologist, Primary Care Doctor, Internist","Beth Israel Medical Center, Fellowship in Gastroenterology,Beth Israel Medical Center, Residency in Internal Medicine,Medical School - Meharry Medical College, Doctor of Medicine",Male,,English,1245375088,"4.5,4.5,4.5",4.5,Horizon Medical Group,"38 East 32nd Street,, ,3rd Floor","New York,NY,10016","icon-see-you-again,icon-speedy-response"
,Dr. Neville Bamji,,,,,,,,,,,,
New York University Elaine A. and Kenneth G. Langone Medical Center,"Dr. Deborah Yvette L. Chua, MD",Gastroenterologist,"Memorial Sloan-Kettering Cancer Center, Fellowship in Clinical Nutrition,University of Pennsylvania (Bachelor’s),New York University, Fellowship in Gastroenterology,Medical School - Temple University,NewYork-Presbyterian Hospital / Weill Cornell Medical Center, Residency in Internal Medicine",Female,,"Chinese (Fujian),English,Filipino,Tagalog",1629237607,"5,4.5,5",5,Gotham Medical Associates,"535 5th Ave,, ,611,123 William Street,, ,15th Floor","New York,NY,10017,New York,NY,10038","icon-see-you-again,icon-rapid-registration,icon-speedy-response"
,Dr. Daniel L. Motola,,,,,,,,,,,,
,Dr. Myron D. Goldberg,,,,,,,,,,,,
,Dr. Maher Almoudarres,,,,,,,,,,,,
"Beth Israel Medical Center - Kings Highway Division,Maimonides Medical Center","Dr. Jonathan Erber, MD",Gastroenterologist,"Albert Einstein College of Medicine of Yeshiva University, Montefiore Medical Center, Residency in Internal Medicine,Medical School - Sackler School of Medicine, Tel Aviv University, Doctor of Medicine,State University of New York, Downstate Medical Center, Fellowship in Gastroenterology",Male,,"Russian,Yiddish,English",1730386657,"4.5,4.5,5",4.5,"William Erber, M.D., P.C.,  Gastroenterology and E","591 Ocean Parkway,115 Nassau Avenue","Brooklyn,NY,11218,Brooklyn,NY,11222","icon-see-you-again,icon-rapid-registration,icon-speedy-response"
Gastroenterology (Internal Medicine),"Dr. Prem Chattoo, DO",Gastroenterologist,"Medical School - New York Institute of Technology, New York College of Osteopathic Medicine, Doctor of Osteopathic Medicine,Saint Vincent's Medical Center, Manhattan (Fellowship),Winthrop-University Hospital (Residency)",Male,,"English,Spanish",1255395083,"4.5,3.5,4.5",4.5,Hudson River Gastroenterology,"460 Grand Street,631 Grand St.,, ,2nd Floor St 645,122 Fulton St.,, ,6th Floor","New York,NY,10002,Jersey City,NJ,07304,New York,NY,10038","icon-see-you-again,icon-rapid-registration"
"Lenox Hill Hospital,New York University Elaine A. and Kenneth G. Langone Medical Center","Dr. Yasmin Metz, MD",Gastroenterologist,"Medical School - Brown University, Doctor of Medicine,NewYork-Presbyterian Hospital / Weill Cornell Medical Center, Fellowship in Gastroenterology and Hepatology,NewYork-Presbyterian Hospital / Weill Cornell Medical Center, Residency in Internal Medicine",Female,,English,1912164419,"5,4.5,5",5,"Yasmin Metz, M.D.","60 E 56th St,, ,7th Floor","New York,NY,10022","icon-speedy-response,icon-scheduling-hero"
,Dr. Howard Siegel,,,,,,,,,,,,
,Dr. Albert Harary,,,,,,,,,,,,
"American Board of Internal Medicine,Gastroenterology (Internal Medicine)","Dr. Laura Frado, MD",Gastroenterologist,"Columbia University, NewYork-Presbyterian Hospital, Residency in Internal Medicine,Medical School - State University of New York, Downstate Medical Center, Doctor of Medicine,University of Rochester, Fellowship in Gastroenterology",Female,,English,1487946166,"5,4.5,5",5,New York Gastroenterology Associates,"311 East 79th Street,, ,Suite 2A","New York,NY,10075","icon-see-you-again,icon-rapid-registration,icon-speedy-response"
,Dr. Prateek Chapalamadugu,,,,,,,,,,,,
"American Board of Internal Medicine,Gastroenterology (Internal Medicine)","Dr. Pierre Hindy, MD",Gastroenterologist,"Medical School - St. George's University School of Medicine, Doctor of Medicine,State University of New York, Downstate Medical Center, Fellowship in Gastroenterology,State University of New York, Downstate Medical Center, Residency in Internal Medicine",Male,,"Arabic,English,French",1164605903,"5,4.5,5",5,Gastroenterology Associates of Brooklyn,"902 Quentin Rd.,10 Plaza Street East,8012 3rd Ave,9101 4th Avenue","Brooklyn,NY,11223,Brooklyn,NY,11238,Brooklyn,NY,11209,Brooklyn,NY,11209","icon-see-you-again,icon-rapid-registration,icon-speedy-response,icon-scheduling-hero"
,Dr. Jeffrey Crespin,,,,,,,,,,,,
"Kings County Hospital Center,Kingsbrook Jewish Medical Center,Woodhull Medical and Mental Health Center","Dr. Abraham Demoz, MD",Primary Care Doctor,"Medical School - Addis Ababa University, College of Health Sciences, School of Medicine, Doctor of Medicine,State University of New York, Downstate Medical Center, Residency in Internal Medicine",Male,,"English,Arabic,Amharic,French,Tigrinya",1326110016,"5,4.5,5",5,Intermed Care,"375 Jay Street,, ,2nd Floor,22 West 48th Street,, ,Suite #300","Brooklyn,NY,11201,New York,NY,10036","icon-see-you-again,icon-rapid-registration,icon-speedy-response"
,Dr. Arlene Garcia,,,,,,,,,,,,
,Dr. Jeffrey Crespin,,,,,,,,,,,,
